LANGUAGE,COUNTRY_NAME,ISLAND_NAME,SOVEREIGN,Glottocode,Comment,Source
ALANGAN,Philippines,,Philippines,alan1249,Glottolog languoid with matching name and matching country
ALAS-KLUET,Indonesia,,Indonesia,bata1292,Matches name of Glottolog language in the area
Alas/Kluet,Indonesia,,Indonesia,bata1292,Matches name of Glottolog language in the area,
ALAWA,Australia,,Australia,alaw1244,Glottolog languoid with matching name and matching country
ALBAY BIKOL,Philippines,,Philippines,alba1269,
Alepa,,Papua New Guinea,,alep1237,Matches Glottolog dialect name with matching parent language
ALFENDIO,,Papua New Guinea,,nanu1240,Matches ELCAT name of Glottolog language
ALI,,Papua New Guinea,,alii1241,Matches name of a Glottolog dialect in the area
Allang,Indonesia,,Indonesia,alla1249,Matches name of Glottolog dialect in the area
Aloma,,Papua New Guinea,,arom1238,Almost matches name of Glottolog dialect at the same location
ALU,,Papua New Guinea,,aluu1243,Martches name of Glottolog dialect at the same location
ALYAWARRA,Australia,,Australia,alya1239,Closely matches name of Glottolog language in the area
AMA,,Papua New Guinea,,amap1240,Matches name of Glottolog language in the area
AMAHAI,Indonesia,,Indonesia,amah1245,Glottolog languoid with matching name and matching country
AMAIMON,,Papua New Guinea,,amai1246,Glottolog languoid with matching name and matching country (infered from island name)
AMANAB,,Papua New Guinea,,aman1265,Glottolog languoid with matching name and matching country (infered from island name)
Amari,,Papua New Guinea,,adze1240,Dialect name in the area of the Adzera language in the Atlas
AMBASI,,Papua New Guinea,,amba1268,"In the Atlas a language bordering Binandere, thus mapped to matching dialect Ambasi of Glottolog language Binandere"
Amberbaken,Indonesia,,,mpur1239,Matches Ruhlen namem of Glottolog language Mpur at same location
AMBLONG,,,,ambl1237,Glottolog languoid with matching name and coordinate within polygons
Ambon Malay,,,,ambo1255,
Ambon Malay,Indonesia,,Indonesia,ambo1255,
AMELE,,Papua New Guinea,,amel1241,Glottolog languoid with matching name and matching country (infered from island name)
AMI_Central,Taiwan,,Taiwan,cent2104,AMI dialects in the Atlas map fairly well to Glottolog dialects of Amis
AMI_Northern,Taiwan,,Taiwan,nata1254,AMI dialects in the Atlas map fairly well to Glottolog dialects of Amis
AMI_Sakizaya,Taiwan,,Taiwan,saki1247,AMI dialects in the Atlas map fairly well to Glottolog dialects of Amis
AMI_Southern,Taiwan,,Taiwan,sout2929,AMI dialects in the Atlas map fairly well to Glottolog dialects of Amis
AMI_Tayalong-Vataan,Taiwan,,Taiwan,tava1241,Typo from 'Tavalong-Vataan'; AMI dialects in the Atlas map fairly well to Glottolog dialects of Amis
Ampana,Indonesia,,Sulawesi,ampa1240,Partly matches Glottolog's dialect Ampana-Togian of Pamona in the same area
AMPANANG,Indonesia,,Borneo,ampa1239,Glottolog languoid with matching name and matching country
Ampibabo,Indonesia,,Sulawesi,ampi1237,Glottolog languoid with matching name and matching country
AMTO,,Papua New Guinea,,amto1250,Glottolog languoid with matching name and matching country (infered from island name)
Amugen,,Papua New Guinea,,amug1239,Glottolog languoid with matching name and coordinate within polygons
Amung UHUNDUNI,Indonesia,,,dama1272,Matches ELCAT names 'Amung' and 'Uhunduni' for Glottoog language Damal
ANAKALANGU,Indonesia,,Indonesia,anak1240,Glottolog languoid with matching name and matching country
ANAL,,Papua New Guinea,,amal1242,Typo transcribing 'AMAL' in the Atlas
Anambas Island,Indonesia,,,,The closest neighbouring island Natuna Besar has 'Western Coastal Malay' as assigned dialect
ANDARUM,,Papua New Guinea,,anda1284,Glottolog languoid with matching name and matching country (infered from island name)
ANDEGEREBINHA,Australia,,Australia,ande1247,Glottolog languoid with matching name and matching country
ANEITYUM,,Vanuatu,,anei1239,Glottolog languoid with matching name and matching country (infered from island name)
ANEM,,Papua New Guinea,,anem1249,Glottolog languoid with matching name and matching country (infered from island name)
Angan Stock-Level Family,,Papua New Guinea,,anga1289,Matches top-level family Angan in Glottolog
ANGAUA,,Papua New Guinea,,nend1239,Matches Ruhlen name of Glottolog language
ANGGOR,,Papua New Guinea,,ango1254,Matches WALS and Ruhlen name of Glottolog language
ANGKOLA-MANDAILING,Indonesia,,Indonesia,angk1248,Glottolog languoid with matching name and coordinate within polygons
ANGORAM,,Papua New Guinea,,ango1255,Glottolog languoid with matching name and matching country (infered from island name)
Anir,,,,tang1348,Glottolog has the language location for Tangga on the two islands labeled with the dialect 'Anir' in the Atlas
ANKAVE,,Papua New Guinea,,anka1246,Glottolog languoid with matching name and matching country (infered from island name)
ANMATJIRRA,Australia,,Australia,anma1239,Glottolog languoid with closely matching name and coordinate within polygons
ANOR,,Papua New Guinea,,anor1241,Glottolog languoid with matching name and matching country (infered from island name)
ANUKI,,Papua New Guinea,,anuk1239,Glottolog languoid with matching name and matching country (infered from island name)
ANUTA,,,,anut1237,Polygons for Anuta is in the sea and the closest land harbours the language Anuta
AOHENG P.,,,,aohe1238,Matching dialect name in Glottolog in the area
AOMIE(OMIE),,Papua New Guinea,,omie1241,
AORE,,,,aore1237,Glottolog languoid with matching name and coordinate within polygons
APMA,,Vanuatu,,apma1240,Glottolog languoid with matching name and matching country (infered from island name)
Apmisibil,,Papua New Guinea,,apmi1239,
Apos,,Papua New Guinea,,apos1239,
Aradnic Group,Australia,,Australia,aran1267,
ARAKI,,,,arak1252,Glottolog languoid with matching name and coordinate within polygons
ARAMO,,Papua New Guinea,,pina1252,
ARANDAI,Indonesia,,,domb1240,Glottolog languoid with matching name and coordinate within polygons
Arandic Group,Australia,,Australia,aran1267,
ARAWE,,Papua New Guinea,,araw1283,
ARAWUM,,Papua New Guinea,,araw1272,Glottolog languoid with matching name and matching country (infered from island name)
AREM/MAY/RUC,Lao People's Democratic Republic,,Laos,arem1240,
ARHA,,New Caledonia,,arha1237,Glottolog languoid with closely matching name and coordinate within polygons
ARHO,,New Caledonia,,arho1237,Glottolog languoid with closely matching name and coordinate within polygons
Ari,,Papua New Guinea,,arii1243,Glottolog languoid with matching name and matching country (infered from island name)
ARI-WARUNA Waruna,,Papua New Guinea,,waru1267,
Aria,,Papua New Guinea,,mouk1239,
ARIFAMA-MANIAP,,Papua New Guinea,,arif1240,
ARIFAMA-MINIAFIA,,Papua New Guinea,,mini1252,
ARIGIBI,,Papua New Guinea,,arig1248,
Arop,,Papua New Guinea,,arop1244,
AROS,,Solomon Islands,,aros1241,Glottolog languoid with closely matching name and coordinate within polygons
Arrota,,Papua New Guinea,,amot1240,
ARU,,Papua New Guinea,,torr1259,
ARUEK,,Papua New Guinea,,arue1240,Glottolog languoid with matching name and matching country (infered from island name)
ARUOP,,Papua New Guinea,,aruo1240,
Asapa,,Papua New Guinea,,asap1239,Glottolog languoid with matching name and coordinate within polygons
ASARO,,Papua New Guinea,,asar1240,
ASAS,,Papua New Guinea,,asas1240,Glottolog languoid with matching name and matching country (infered from island name)
ASAT,,Papua New Guinea,,asat1235,Glottolog languoid with matching name and coordinate within polygons
Asera Wanua,Indonesia,,Sulawesi,aser1237,
Asiaoro,,,,asia1264,Glottolog languoid with matching name and coordinate within polygons
Asimbali,,Papua New Guinea,,simb1259,Glottolog languoid with closely matching name and coordinate within polygons
Asmaun,Indonesia,,,maib1239,
ASU-ULU,Indonesia,,Indonesia,asil1242,Glottolog languoid with closely matching name and coordinate within polygons
ASUWERI,Indonesia,,,kasu1243,
ATA MANOBO,Philippines,,Philippines,atam1240,Glottolog languoid with matching name and matching country
ATAMANU,Indonesia,,Indonesia,yala1266,
ATAYAL,Taiwan,,Taiwan,atay1247,
ATAYAL_SEDEQ,Taiwan,,Taiwan,taro1264,
ATAYAL_Ts'ole',Taiwan,,Taiwan,atay1247,
ATAYAL_Ts'ole' and Sqoleq,Taiwan,,Taiwan,sqol1237,
Atbalmin,,Papua New Guinea,,asba1238,
ATCHIN,,Vanuatu,,atch1238,
ATEMPLE,,Papua New Guinea,,atem1241,
Atih,Indonesia,,,nucl1622,
ATINGGOLA,Indonesia,,Sulawesi,atin1241,
ATTA,Philippines,,Philippines,atta1244,
ATURU,,,,flyr1238,
AU,,Papua New Guinea,,auuu1241,Glottolog languoid with matching name and matching country (infered from island name)
Aua,,Papua New Guinea,,ayiw1239,
Aua,,,,ayiw1239,
Auga,,Papua New Guinea,,fuyu1242,
Augu,,Papua New Guinea,,augu1243,
AULUA,,Vanuatu,,aulu1238,Glottolog languoid with matching name and matching country (infered from island name)
AUQU,,Papua New Guinea,,augu1243,
Aurei,,,,aure1239,
AUSTRAL,,,,aust1304,
Austronesian,,,,aust1307,
Austronesian,,Marshall Islands,,aust1307,
AUSTRONESIAN,,Papua New Guinea,,aust1307,
Austronesian,,Carolin Islands,,aust1307,
Austronesian,,Solomon Islands,,aust1307,
Austronesian,,Papua New Guinea,,aust1307,
Austronesian,Christmas Island,,Australia,aust1307,
AUSTRONESIAN,Indonesia,,,aust1307,
Austronesian,Indonesia,,,aust1307,
AUTU,,Papua New Guinea,,awtu1239,
Auwaka,,Papua New Guinea,,auwa1241,Glottolog languoid with matching name and coordinate within polygons
AUYANA,,Papua New Guinea,,auya1234,Glottolog languoid with matching name and coordinate within polygons
Avaso,,Solomon Islands,,avas1237,
Averi,,Papua New Guinea,,aver1239,
AWAEAKAL,Australia,,Australia,awab1243,Glottolog languoid with closely matching name and coordinate within polygons
AWAR,,Papua New Guinea,,awar1249,Glottolog languoid with matching name and matching country (infered from island name)
Awara,,Papua New Guinea,,awar1248,Glottolog languoid with matching name and matching country (infered from island name)
AWUN,,Papua New Guinea,,awun1245,
AWYI,Indonesia,,,awyi1241,Glottolog languoid with matching name and matching country
Awyu-dumut Family,,Papua New Guinea,,awyu1263,
AXAMR,,Vanuatu,,axam1237,Glottolog languoid with closely matching name and coordinate within polygons
AZUKURU(Extinct),,Solomon Islands,,kazu1245,
B G NAMBAS,,Vanuatu,,bign1238,Glottolog languoid with closely matching name and coordinate within polygons
Ba. P. BAH - BIAU,,,,puna1277,
Baagandji Group,Australia,,Australia,darl1243,
Babaga,,Papua New Guinea,,baba1270,
Babagarupu,,Papua New Guinea,,baba1269,
Babatana,,Solomon Islands,,baba1268,Glottolog languoid with matching name and matching country (infered from island name)
BABURIWA,Indonesia,,,obok1239,
BABUYAN,Philippines,,Philippines,babu1242,Glottolog languoid with matching name and matching country
BABUZA,Taiwan,,Taiwan,babu1240,Glottolog languoid with matching name and coordinate within polygons
Bacbn Malay,Indonesia,,Indonesia,baca1243,
BADA,Indonesia,,Sulawesi,bada1262,Glottolog languoid with matching name and coordinate within polygons
Badjala,Australia,,Australia,baty1234,
Baeguu,,Solomon Islands,,baeg1237,Glottolog languoid with closely matching name and coordinate within polygons
Baelelea,,Solomon Islands,,bael1237,Glottolog languoid with matching name and matching country (infered from island name)
BAETORA,,Vanuatu,,baet1237,Glottolog languoid with matching name and matching country (infered from island name)
BAGOBO,Philippines,,Philippines,gian1241,
BAGUPI,,Papua New Guinea,,bagu1252,Glottolog languoid with matching name and matching country (infered from island name)
Bah Malei,,,,bahm1237,
BAHAM,Indonesia,,,baha1258,Glottolog languoid with matching name and matching country
BAHAU,Indonesia,,Borneo,baha1257,Glottolog languoid with matching name and matching country
BAHINEMO,,Papua New Guinea,,bahi1254,Glottolog languoid with matching name and matching country (infered from island name)
BAHNAR,Lao People's Democratic Republic,,Laos,bahn1262,Glottolog languoid with matching name and coordinate within polygons
Baiawa,,,,maiw1251,
baiba,,Papua New Guinea,,,
BAiBAI,,Papua New Guinea,,baib1251,Glottolog languoid with matching name and matching country (infered from island name)
Baibara,,Papua New Guinea,,baib1249,Glottolog languoid with matching name and matching country (infered from island name)
BAIMAK,,Papua New Guinea,,baim1245,Glottolog languoid with matching name and matching country (infered from island name)
BAINAPI,,Papua New Guinea,,dibi1240,
Baine,Indonesia,,,bime1239,
BAINING,,Papua New Guinea,,bain1263,
BAJO,Indonesia,,Sulawesi,,
BAJO,Timor-Leste,,East Timor,,
BAJO Ampana,Indonesia,,Sulawesi,ampa1240,
BAKI,,Vanuatu,,baki1244,Glottolog languoid with matching name and matching country (infered from island name)
Bakumpai Malay,Indonesia,,Borneo,baku1263,Polygon is in very far south in the speaker area (according their L42 map in Wurm & Hattori 1981 and other sources)
BAKUNG K. Boh BAKUNG,,,,kaya1324,Dialect of MAHAKAM in the Atlas
BALAESAN,Indonesia,,Sulawesi,bala1314,Glottolog languoid with closely matching name and coordinate within polygons
Balamula,,Papua New Guinea,,maka1315,
BALANGAW,Philippines,,Philippines,bala1310,Glottolog languoid with closely matching name and coordinate within polygons
Balanipa,Indonesia,,Sulawesi,bala1313,Glottolog languoid with matching name and coordinate within polygons
Balau sd.,Indonesia,,Borneo,iban1264,
Balawaia,,Papua New Guinea,,bala1307,
BALI MALAY,Indonesia,,Indonesia,bali1279,Glottolog languoid with closely matching name and coordinate within polygons
BALI-VITU,,,,bali1280,Glottolog languoid with matching name and coordinate within polygons
Balikpapan sd.,Indonesia,,Borneo,buki1247,Mapped to the language in the Banjar-Bukit subgroup (because the Atlas assigns this to the Malay subgroup called 'Banjar Malay') closest to Balikpapan
BALINESE/Standard,Indonesia,,Indonesia,bali1278,
Balingian,Indonesia,,Borneo,bali1282,
BAM,,Papua New Guinea,,biem1237,
BAM,,,,biem1237,
Bamota KATE,,Papua New Guinea,,kate1253,
BAMU KIWAI,,Papua New Guinea,,bamu1257,
BANARO,,Papua New Guinea,,bana1292,Glottolog languoid with matching name and matching country (infered from island name)
Bandjalangic Group,Australia,,Australia,band1339,
BANDJIGALI BANDJIGALI,Australia,,Australia,darl1243,
BANDYIN,Australia,,Australia,warr1255,
BANGGAI East Baggai,Indonesia,,Sulawesi,east2492,
BANGGAI West Banggai,Indonesia,,Sulawesi,west2570,
BANIATA,,Solomon Islands,,touo1238,
Banjar Hulu sd.,Indonesia,,Borneo,hulu1245,
Banjar M.,Indonesia,,Borneo,banj1239,
Banjar Malay,Indonesia,,Borneo,banj1239,
BANONI,,Papua New Guinea,,bann1247,Glottolog languoid with closely matching name and coordinate within polygons
Bantaeng,Indonesia,,Sulawesi,bant1292,
Banten,Indonesia,,Indonesia,bant1285,
BANTIK,Indonesia,,Sulawesi,bant1286,Glottolog languoid with matching name and matching country
BANTON_Dispohol,Philippines,,Philippines,bant1288,
Bao,,Papua New Guinea,,baoo1237,
Bapai,Indonesia,,,bapa1239,
BARAI,,Papua New Guinea,,nucl1630,Glottolog languoid with matching name and matching country (infered from island name)
Barai,,Papua New Guinea,,nucl1630,Glottolog languoid with matching name and matching country (infered from island name)
BARAM KY Uma Bawang,,,,bara1370,
BARAU,Indonesia,,,bara1347,
BARIAI,,Papua New Guinea,,bari1286,Glottolog languoid with matching name and matching country (infered from island name)
BARIJI,,Papua New Guinea,,bari1290,Glottolog languoid with matching name and matching country (infered from island name)
BARIM,,Papua New Guinea,,karn1252,
Barok,,Papua New Guinea,,baro1253,Glottolog languoid with matching name and matching country (infered from island name)
BAROPAST,Indonesia,,,bara1375,Glottolog languoid with closely matching name and coordinate within polygons
BARROW POINT,Australia,,Australia,barr1247,Glottolog languoid with matching name and matching country
BARUGA,,Papua New Guinea,,baru1269,Glottolog languoid with matching name and matching country (infered from island name)
BARUYA,,Papua New Guinea,,baru1267,Glottolog languoid with matching name and matching country (infered from island name)
BASAP Berau B.,Indonesia,,Borneo,bera1265,
BASAP Jembayan,Indonesia,,Borneo,basa1286,
BASAP Karangan,Indonesia,,Borneo,kara1491,
BASAY,Taiwan,,Taiwan,basa1287,
BASAY?_Linaw-Qauqaul,Taiwan,,Taiwan,lina1245,
BASAY_Trobiawan,Taiwan,,Taiwan,trob1237,
BATAK,Philippines,,Philippines,bata1301,Glottolog languoid with matching name and matching country
BATANGAN,Philippines,,Philippines,bata1318,Glottolog languoid with matching name and coordinate within polygons
Batek Nong,Malaysia,,Southern Malaysia,bate1263,
Batek Nong,Malaysia,,Malaysia,bate1263,
Batek Teq,Malaysia,,Malaysia,bate1266,
BATEK/Batek De,Malaysia,,Malaysia,bate1262,Glottolog languoid with closely matching name and coordinate within polygons
BATEK/Batek Hapen,Malaysia,,Southern Malaysia,bate1262,
BATEK/Batek lga',Malaysia,,Malaysia,bate1262,
BATEK/Mintil,Malaysia,,Malaysia,mint1239,Glottolog languoid with closely matching name and coordinate within polygons
BAU,,Papua New Guinea,,bauu1244,Glottolog languoid with matching name and matching country (infered from island name)
BAUKAN p.,,,,bauk1238,
BAURO,,Solomon Islands,,baur1252,Glottolog languoid with matching name and matching country (infered from island name)
BAUWAKI,,Papua New Guinea,,bauw1240,Glottolog languoid with matching name and matching country (infered from island name)
BAUZI,Indonesia,,,bauz1241,Glottolog languoid with matching name and matching country
BAYALI,Australia,,Australia,baya1257,Glottolog languoid with matching name and matching country
Bazaar Malay,Indonesia,,,,"Polygon corresponds to the subfamily Austronesian, Malayo-Polynesian, Aru (the 1981 published maps have no language Polygon that corresponds to this one)"
BE,China,,China,,
Beach Pamona,Indonesia,,Sulawesi,pamo1252,
BEAMI Bedamini,,Papua New Guinea,,beam1240,
BEAUFORT MUDUT Dialects / Bintaq,,,,beau1239,
BEAUFORT MUDUT Dialects / Bukow,,,,buka1260,
Begua,,Papua New Guinea,,bagw1238,
Beiayan,,,,bela1259,Typo transcribing 'Belayan' in the Atlas; mapped to the matching dialect of Busang in Glottolog
BELI,,Papua New Guinea,,beli1258,Glottolog languoid with closely matching name and coordinate within polygons
Bellona,,,,renn1242,
BEMAL,,Papua New Guinea,,kein1239,
BENARENA,,Papua New Guinea,,bena1264,
Benefa ?,,,,bone1255,
Bentian,Indonesia,,Borneo,bant1290,
Benua,,,,benu1246,
BEPOUR,,Papua New Guinea,,bepo1240,Glottolog languoid with matching name and matching country (infered from island name)
BERAWAN Dialects / Batu Baleh,,,,cent2098,Mapped to the Glottolog language from the Berawan subgroup matching the location best
BERAWAN Dialects / Long Jegan,,,,,Unclear which languoid in Glottolog's subgroup would fit because neither name nor location match anything
BERAWAN Dialects / Long Pata,,,,west2564,Mapped to the Glottolog language from the Berawan subgroup matching the location best
BERAWAN Dialects / Long Terawan,,,,east2486,Mapped to the Glottolog language from the Berawan subgroup matching the location best
BERAWAN Dialects / W. Berawan,,,,,Unclear which languoid in Glottolog's subgroup would fit because neither name nor location match anything
Berema,,Papua New Guinea,,roro1238,
Berk,Indonesia,,,beri1254,
BESISI,Malaysia,,Southern Malaysia,besi1244,Glottolog languoid with matching name and matching country
BESISI/Betise',Malaysia,,Southern Malaysia,beti1247,Glottolog dialect with matching name and matching country
BESISI/Sakai of Ulu Langat,Malaysia,,Southern Malaysia,ulul1240,
BESISI/Sisi',Malaysia,,Southern Malaysia,sisi1247,
Besoa,Indonesia,,Sulawesi,beso1237,Glottolog languoid with matching name and matching country
Bew,Indonesia,,,beri1254,
Bi. P. BAH - BIAU,,,,puna1277,
BIAK,,,,biak1248,Many different dialects spoken an numerous islands in the area
BIAK,Indonesia,,,biak1248,Glottolog languoid with matching name and matching country
BIAK,Indonesia,,Indonesia,biak1248,Glottolog languoid with matching name and matching country
BIAKA,,Papua New Guinea,,aman1265,
BIAN MARIND,Indonesia,,,bian1251,Glottolog languoid with matching name and matching country
BIANGAI,,Papua New Guinea,,bian1252,Glottolog languoid with matching name and matching country (infered from island name)
BIATAH,Indonesia,,Borneo,biat1246,Glottolog languoid with closely matching name and coordinate within polygons
Bibo,,Papua New Guinea,,goba1246,
Bicoli,,,,maba1278,
Bidayuh,Indonesia,,Borneo,bida1240,
BIEREBO,,Vanuatu,,bier1244,Glottolog languoid with matching name and matching country (infered from island name)
BIERIA,,Vanuatu,,bier1246,Glottolog languoid with matching name and matching country (infered from island name)
BIKARU,,Papua New Guinea,,biso1243,
BIKSI,Indonesia,,,yetf1238,
BILAKURA,,Papua New Guinea,,bila1257,
BILBIL,,Papua New Guinea,,bilb1241,Glottolog languoid with closely matching name and coordinate within polygons
Bileki,,Papua New Guinea,,bile1245,
BILIAU,,Papua New Guinea,,bili1252,Glottolog languoid with matching name and coordinate within polygons
BILUA,,Solomon Islands,,bilu1245,Glottolog languoid with matching name and matching country (infered from island name)
BIMA,Indonesia,,Indonesia,bima1247,Glottolog languoid with matching name and matching country
BIMA,Indonesia,,,bima1247,Glottolog languoid with matching name and matching country
BIMA/Bima,Indonesia,,Indonesia,nucl1518,
Bime,Indonesia,,,bime1239,
BIMIN,,Papua New Guinea,,bimi1240,Glottolog languoid with matching name and matching country (infered from island name)
BINA,,Papua New Guinea,,bina1271,
BINAHARI Nemee,,Papua New Guinea,,bina1275,
BINANDERE,,Papua New Guinea,,bina1277,Glottolog languoid with matching name and matching country (infered from island name)
Binanderean Family,,Papua New Guinea,,bina1279,
Binatang BASAP,Indonesia,,Borneo,basa1286,
BINTAUNA,Indonesia,,Sulawesi,bint1245,Glottolog languoid with matching name and matching country
BINTULU,,,,bint1246,Glottolog languoid with closely matching name and coordinate within polygons
BINTULU,Indonesia,,Borneo,bint1246,Glottolog languoid with closely matching name and coordinate within polygons
Bintuni,Indonesia,,,bint1244,
BINUKID,Philippines,,Philippines,binu1244,Glottolog languoid with closely matching name and coordinate within polygons
BINUMARIEN,,,,binu1245,
BIPIM,,,,wark1247,
BIRAPO,,Solomon Islands,,bira1254,Glottolog languoid with closely matching name and coordinate within polygons
BIRBAY,Australia,,Australia,wori1245,
BIRRIA,Australia,,Australia,pirr1240,Glottolog languoid with closely matching name and coordinate within polygons
BISIS,,Papua New Guinea,,bisi1244,Glottolog languoid with matching name and matching country (infered from island name)
BIT,Lao People's Democratic Republic,,Laos,bitt1240,Glottolog languoid with matching name and matching country
BIWAT,,Papua New Guinea,,biwa1243,Glottolog languoid with matching name and matching country (infered from island name)
BIYOM,,Papua New Guinea,,biyo1244,Glottolog languoid with matching name and matching country (infered from island name)
BLAAN,Philippines,,Philippines,blaa1241,Glottolog languoid with matching name and coordinate within polygons
BLABLANGA,,Solomon Islands,,blab1237,Glottolog languoid with matching name and matching country (infered from island name)
BLAGAR,,,,blag1240,
BLAGAR,Indonesia,,,blag1240,Glottolog languoid with matching name and matching country
BO,,Papua New Guinea,,bopa1235,Glottolog languoid with matching name and matching location
BO,Lao People's Democratic Republic,,Laos,muon1245,"We can map to Glottolog subgroup Muongic based on the map legend, but identifying as single language is difficult"
BOANO,,,,boan1242,Glottolog languoid with closely matching name and coordinate within polygons
BOAZI Kuini,,Papua New Guinea,,kuni1265,Glottolog languoid with closely matching name and coordinate within polygons
BOBOT,Indonesia,,Indonesia,bobo1254,Glottolog languoid with matching name and matching country
